category,itemId,parentCategory,title,imageUrl,itemHashint64,upc,modifiedDate,createdDate,department,popularityIndex,brand,isActive
FENCING - GATES (PANEL/TUBE STEEL),5123,FARM & GARDEN,INTERNATIONAL 5' ROTARY TILLER,http://images.example.com/product/converted/000000/000000000000.jpg,15663186962608215,891274857564,2013-02-08 10:11:49,2013-01-23 01:50:54,LUMBER,NULL,INTERNATIONAL by HawkLine,0
FLOWER BULBS - SPRING,252070,FLOWER BULBS,COMBINATION GARDEN,http://images.example.com/product/converted/000000/000000000000.jpg,15679074285990038,093497241872,2013-02-08 10:10:25,2013-01-23 02:06:46,NURSERY & GARDENING,NULL,WR Vanderschoot,0
AMEROCK CABINET HARDWARE,243095,CABINET HARDWARE,ATHERLY ANTIQUE SILVER - PULL,http://images.example.com/product/converted/000000/000000000000.jpg,15687118663759449,027837643255,2013-02-08 10:10:21,2013-01-23 02:06:20,HARDWARE,NULL,Amerock,0
LAWN & GARDEN - STRING TRIMMER LINE,396121,TRIMMER / EDGER / AUGERS,"HITACHI TRIMMER LINE .095 16""52PC",http://images.example.com/product/converted/000000/000000000000.jpg,15687327198544377,754005130001,2013-02-08 10:11:28,2013-01-23 02:15:11,OUTDOOR POWER EQUIPMENT,NULL,Hitachi,0
LIVE NURSERY-SPECIMEN TREES,28595,SHRUBS/TREES,7.96-Gallon Autumn Blaze Maple (L1123),http://images.example.com/product/converted/000000/000000000000.jpg,15690302517116926,764677076781,2013-02-08 10:10:36,2013-01-23 01:52:55,NURSERY & GARDENING,NULL,Unbranded,0
NATURAL STONE,109402,PATIO HARDSCAPE,10-3/8-in L x 12-in W Sedona Natural Patio Stone,http://images.example.com/product/converted/042911/042911100448.jpg,15695382502756716,042911100448,2013-02-08 10:09:28,2013-01-23 01:58:44,NURSERY & GARDENING,NULL,Unbranded,0
FRAMING HARDWARE,13104,FASTENERS,Wood to Wood Strap,http://images.example.com/product/converted/081942/081942113041.jpg,15697420873718384,081942113041,2013-02-08 10:09:36,2013-01-23 01:51:37,HARDWARE,NULL,USP,0
PT TOP CHOICE LUMBER,197849,TREATED LUMBER,2 x 6 x 10 #2 Prime Pressure Treated Lumber,http://images.example.com/product/converted/000000/000000000000.jpg,15707388591617790,603444340796,2013-02-08 10:10:02,2013-01-23 02:03:41,LUMBER,NULL,Unbranded,0
FLOORCARE CHEMICALS / CLEANERS,64378,VACUUM CLEANERS,60 oz 2X Ultra Concentrated Pet Stain and Odor Carpet Cleaner,http://images.example.com/product/converted/011120/011120014938.jpg,15710000889933957,011120014938,2013-02-08 10:11:55,2013-01-23 01:55:30,APPLIANCES,NULL,BISSELL,0
POCKET SCONCES,242751,WALL SCONCES,9-1/4-in W 1-Light Polished Chrome Pocket Wall Sconce,http://images.example.com/product/converted/736916/736916568838.jpg,15710821217437748,736916568838,2013-02-08 10:10:20,2013-01-23 02:06:19,LIGHTING,NULL,Bel Air Lighting,0
EVAPORATIVE COOLERS,429330,SEASONAL COOLING,KUULAIRE PORTABLE EVAPORATIVE COO,http://images.example.com/product/converted/000000/000000000000.jpg,15711700196805917,614288740055,2013-02-08 10:11:39,2013-01-23 02:16:40,OUTDOOR FASHIONS,NULL,KuulAire,0
JUVENILE BOOKS,361208,BOOKS & MAGAZINES,3-D DOODLE BOOK & KIT,http://images.example.com/product/converted/000000/000000000000.jpg,15719145109515974,9781604330953,2013-02-08 10:11:12,2013-01-23 02:13:12,WIND/WALLS,NULL,Unbranded,0
APPLICATORS: MINI-ROLLERS,235013,APPLICATORS,"WHIZZ HK 6"" ROLLER FRAME",http://images.example.com/product/converted/732087/732087866506.jpg,15741343851487491,652270060323,2013-02-08 10:10:17,2013-01-23 02:05:37,PAINT,NULL,Unbranded,0
LIBERTY CABINET HARDWARE,361774,CABINET HARDWARE,96mm Center-to-Center Satin Nickel Rectangular Cabinet Pull,http://images.example.com/product/converted/885785/885785425770.jpg,15756930951362168,885785425770,2013-02-08 10:11:12,2013-01-23 02:13:15,HARDWARE,NULL,Brainerd,0
SPECIALTY HARD-TO-FIND,424579,FASTENERS,HM CA BLT ZN 10-24 X 1/2  8CT B33,http://images.example.com/product/converted/000000/000000000000.jpg,15763312252505985,038902002594,2013-02-08 10:11:38,2013-01-23 02:16:33,HARDWARE,NULL,The Hillman Group,0
FLOWER BULBS - SPRING,152863,FLOWER BULBS,"ELEPHANT EARS 7/9""",http://images.example.com/product/converted/000000/000000000000.jpg,15785258512585293,093497146481,2013-02-08 10:09:45,2013-01-23 02:01:14,NURSERY & GARDENING,NULL,WR Vanderschoot,0
PAINT & DECORATING BOOKS,384766,BOOKS & MAGAZINES,INTERIOR DESIGN SOURCEBOOK,http://images.example.com/product/converted/000000/000000000000.jpg,15786630285114199,9781581158984,2013-02-08 10:11:23,2013-01-23 02:14:34,WIND/WALLS,NULL,Unbranded,0
METAL FITTINGS,108486,ELECTRICAL CONDUIT & FITTINGS,1-in Grounding Clamp,http://images.example.com/product/converted/031857/031857445096.jpg,15786902938759761,031857445096,2013-02-08 10:09:27,2013-01-23 01:58:41,ROUGH ELECTRICAL,NULL,Gampak,0
SIEMENS PANEL BOXES,374187,SWITCH GEAR & ACCESSORIES,20-Circuit 20-Space 100-Amp Main Breaker Load Center,http://images.example.com/product/converted/040892/040892650723.jpg,15799663016887278,040892650723,2013-02-08 10:11:18,2013-01-23 02:13:57,ROUGH ELECTRICAL,NULL,Siemens,0
PLUMBING-P/F - VALVES BRASS,295934,INLINE & WATER DELIVERY VALVES,1-in Bonnet Assembly Kit,http://images.example.com/product/converted/098268/098268421798.jpg,15817363616786904,098268421798,2013-02-08 10:10:40,2013-01-23 02:08:28,ROUGH PLUMBING,NULL,Watts,0
SOS SE PRICE PF LAVATORY & BATH FAU,74933,SOS FAUCETS,Chrome Faucet or Tub/Shower Handle,http://images.example.com/product/converted/038877/038877483817.jpg,15817787541247790,038877483817,2013-02-08 10:12:02,2013-01-23 01:56:25,FASHION PLUMBING,NULL,Pfister,0
PRE-HUNG - LAUAN AND BIRCH,9811,INTERIOR DOORS,24-in x 80-in Hollow Lauan Right-Hand Interior Single Prehung Door,http://images.example.com/product/converted/030151/030151032506.jpg,15818762899054674,030151032506,2013-02-08 10:12:14,2013-01-23 01:51:18,MILLWORK,NULL,ReliaBilt,0
STAINED MOULDING,369574,MOULDINGS,1/2-in x 2-1/4-in x 8-ft Stained Oak Crown Moulding (Pattern 54),http://images.example.com/product/converted/847476/847476000659.jpg,15822962979630580,847476000659,2013-02-08 10:11:15,2013-01-23 02:13:40,MILLWORK,NULL,Unbranded,0
LIVE NURSERY - ANNUAL HB & PLTRS,458288,"ANNUALS, PERENNIALS & VEGETABLES",2.00 GAL COLEUS CONTAINER,http://images.example.com/product/converted/000000/000000000000.jpg,15826971371779902,097054218239,2013-02-08 10:11:45,2013-01-23 02:17:16,NURSERY & GARDENING,NULL,Unbranded,0
WOOD - PLYWOOD-TREATED,35500,TREATED LUMBER,1/2 2X2 TREATED PRE-CUT PLYWOOD,http://images.example.com/product/converted/099796/099796650902.jpg,15828383270693085,054561122275,2013-02-08 10:11:09,2013-01-23 01:53:30,LUMBER,NULL,Unbranded,0
PEX TOOLS,197312,FITTINGS,Steel PEX Crimp Tool Kit,http://images.example.com/product/converted/694451/6944518400041.jpg,15829322940744962,6944518400041,2013-02-08 10:10:02,2013-01-23 02:03:39,ROUGH PLUMBING,NULL,Kobalt,0
HARDWARE - DOOR (LOCKS SCHLAGE),320797,LOCKSETS,Plymouth Securekey Antique Brass Residential Single-Lock Door Handleset,http://images.example.com/product/converted/043156/043156178247.jpg,15829346767687779,043156178247,2013-02-08 10:10:50,2013-01-23 02:10:07,HARDWARE,NULL,Schlage,0
TOOLS - HAMMERS IMPORT,18977,HAND TOOLS,20 oz Flat Angle Handle Hammer,http://images.example.com/product/converted/820909/820909604495.jpg,15847804412497795,820909604495,2013-02-08 10:10:00,2013-01-23 01:52:00,TOOLS,NULL,Kobalt,0
TIFFANY BAY,320633,CHANDELIER COLLECTIONS,18-in 3-Light Bronze Island Light with Tiffany Style Shade,http://images.example.com/product/converted/611728/611728156872.jpg,15852755681898535,611728156872,2013-02-08 10:10:50,2013-01-23 02:10:06,LIGHTING,NULL,Portfolio,0
VANITY MIRRORS,67437,BATH STORAGE,SHOWER RADIO & FOGLESS MIRROR BLK,http://images.example.com/product/converted/000000/000000000000.jpg,15855385790275344,705004418799,2013-02-08 10:11:57,2013-01-23 01:55:43,FASHION PLUMBING,NULL,Zadro,0
BULK FASTENERS - ZINC,61966,FASTENERS,100-Count 1/4-in x 1-1/4-in Zinc-Plated Lag Bolts,http://images.example.com/product/converted/008236/008236305494.jpg,15884420579869309,008236305494,2013-02-08 10:11:54,2013-01-23 01:55:19,HARDWARE,NULL,The Hillman Group,0
PLUMBING-TOILET REPAIR,191509,FAUCET/TOILET/SINK/MISC REPAIR,"1/4X2-1/4"" BOLTS,FLOOR  SNAPOFF B",http://images.example.com/product/converted/000000/000000000000.jpg,15898626932773011,064492102291,2013-02-08 10:10:00,2013-01-23 02:03:24,ROUGH PLUMBING,NULL,Plumb Pak,0
REPAIR PRODUCTS & ACCESSORIES,180461,CEMENT & MASONRY,300ML HIGH STRENGTH ANCHORING EPO,http://images.example.com/product/converted/000000/000000000000.jpg,15903345044744407,039645862056,2013-02-08 10:09:56,2013-01-23 02:02:50,BUILDING MATERIALS,NULL,QUIKRETE,0
PLUMBING-TUBULAR DRAINAGE,24710,PLUMBING REPAIR SUPPLIES,"1-1/4"" Brass J-Bend",http://images.example.com/product/converted/046224/046224005612.jpg,15906731384739328,046224005612,2013-02-08 10:10:23,2013-01-23 01:52:33,ROUGH PLUMBING,NULL,Keeney Mfg. Co.,0
LINEAL METALS,15894,SPECIALTY METALS,Galvanized Steel Drip Edge,http://images.example.com/product/converted/760885/760885351030.jpg,15913535343092946,760885351030,2013-02-08 10:09:48,2013-01-23 01:51:48,BUILDING MATERIALS,NULL,Union Corrugating,0
WINDOWS-WOOD-PELLA,100623,WINDOWS,29-3/4-in x 53-3/4-in Double Hung Window,http://images.example.com/product/converted/748171/748171179223.jpg,15918854833256546,748171179223,2013-02-08 10:09:24,2013-01-23 01:58:13,MILLWORK,NULL,Pella,0
LAWN & GARDEN BOOKS,45818,BOOKS & MAGAZINES,COMPLETE GUIDE TO CREATIVE LANDSC,http://images.example.com/product/converted/000000/000000000000.jpg,15918983959490320,9780865735798,2013-02-08 10:11:45,2013-01-23 01:54:08,WIND/WALLS,NULL,Home Design Alternatives,0
PLUMBING-P/F - COPPER FTGS.,83468,FITTINGS,1-in x 1-in Slip Union Fitting,http://images.example.com/product/converted/039923/039923038296.jpg,15936307099835720,039923038296,2013-02-08 10:12:06,2013-01-23 01:56:54,ROUGH PLUMBING,NULL,Unbranded,0
L & G - GRASS SEED,289563,GRASS SEED,3 Lbs. Smart Seed Fescue Grass Seed,http://images.example.com/product/converted/021496/021496225548.jpg,15947876927880334,021496225548,2013-02-08 10:10:38,2013-01-23 02:08:08,NURSERY & GARDENING,NULL,Pennington,0
CAN:PAINT-INTERIOR-PARA LIFESTYLES,327998,INTERIOR PAINTS,3.59L PARA LSTYLE INT ALK SG MED,http://images.example.com/product/converted/000000/000000000000.jpg,15950607656849934,772743082826,2013-02-08 10:10:54,2013-01-23 02:10:31,PAINT,NULL,Para,0
LIVE NURSERY BARE ROOT,116859,SHRUBS/TREES,1-Count Sylvan Blackberry (L10506),http://images.example.com/product/converted/000000/000000000000.jpg,15975229926805889,722965172409,2013-02-08 10:09:31,2013-01-23 01:59:11,NURSERY & GARDENING,NULL,Unbranded,0
SPECIALTY SCREWS,226621,NAILS & SCREWS,#12 x 1-1/2-in Sheet Metal Hex Head Screw,http://images.example.com/product/converted/615520/615520387250.jpg,15978468867077806,615520387250,2013-02-08 10:10:13,2013-01-23 02:05:14,HARDWARE,NULL,PHILLIPS,0
FLOWER BULBS - SPRING,198519,FLOWER BULBS,GLADIOLI GREEN STAR,http://images.example.com/product/converted/000000/000000000000.jpg,15987907090416588,029399834690,2013-02-08 10:10:02,2013-01-23 02:03:43,NURSERY & GARDENING,NULL,Unbranded,0
DRAIN CLEANERS,146418,CLEANERS,64 Oz. Main Line Cleaner,http://images.example.com/product/converted/033051/033051641083.jpg,15992253623044583,033051641083,2013-02-08 10:09:43,2013-01-23 02:00:54,SHELVING & HOUSEWARES,NULL,"Roebic Laboratories, Inc.",0
DISCONTINUED VANITY TOP COLLECTIONS,109432,VANITIES & TOPS,"31""W x 22""D Carerra Marble Vanity Top",http://images.example.com/product/converted/094803/094803065496.jpg,15992560646457809,094803065496,2013-02-08 10:09:28,2013-01-23 01:58:45,FASHION PLUMBING,NULL,ESTATE by RSI,0
SEASONAL PROMO CORDS,4847,EXT CORDS & WORKLIGHTS,INDOOR REMOTE W/ 3  RECEIVERS,http://images.example.com/product/converted/686140/686140280641.jpg,15997096178462175,686140280641,2013-02-08 10:11:47,2013-01-23 01:50:53,ROUGH ELECTRICAL,NULL,Holiday Living,0
"TOOLS - SPECIALITY BITS, CHUCKS AND",280538,POWER TOOLS ACCESSORIES,1/8-in Metal Twist Drill Bit,http://images.example.com/product/converted/051667/051667801141.jpg,16004340003647944,051667801141,2013-02-08 10:10:35,2013-01-23 02:07:50,TOOLS,NULL,Kobalt,0
ROUTER BITS AND ACCESSORIES,31080,ROTARY TOOLS & ACCESSORIES,2-Flute 3/8-in Carbide Tipped Router Bits,http://images.example.com/product/converted/000346/000346352221.jpg,16010175894000243,000346352221,2013-02-08 10:10:45,2013-01-23 01:53:05,TOOLS,NULL,Bosch,0
LIVE NURSERY - VEGETABLES & HERBS,365159,"ANNUALS, PERENNIALS & VEGETABLES",CARVING PUMPKIN 15-20 LB,http://images.example.com/product/converted/000000/000000000000.jpg,16011757173315099,835375006407,2013-02-08 10:11:14,2013-01-23 02:13:28,NURSERY & GARDENING,NULL,Unbranded,0
PRE-HUNG:MOLDED HOLLOW CORE 6 PANEL,158286,INTERIOR DOORS,24-in x 78-in 6-Panel Hollow Molded Composite Left-Hand Interior Single Prehung Door,http://images.example.com/product/converted/030151/030151119115.jpg,16027881681994784,030151119115,2013-02-08 10:09:47,2013-01-23 02:01:34,MILLWORK,NULL,ReliaBilt,0
LIVE NURSERY-LANDSCAPE TROPICALS,155414,SHRUBS/TREES,2.50 QT EUPHORBIA PREMIUM,http://images.example.com/product/converted/000000/000000000000.jpg,16030047892541621,092852033176,2013-02-08 10:09:46,2013-01-23 02:01:22,NURSERY & GARDENING,NULL,Unbranded,0
STAPLERS & RIVETERS & HOT MELT GLUE,44901,CONSUMER FASTENING,Heavy Duty Electric Staple/Nail Gun,http://images.example.com/product/converted/079055/079055005018.jpg,16048731847704260,079055005018,2013-02-08 10:11:44,2013-01-23 01:54:03,HARDWARE,NULL,Arrow,0
TRADITIONAL BAY,33023,CHANDELIER COLLECTIONS,DRP 6LT BRANCHES CHANDELIER 34228,http://images.example.com/product/converted/737995/737995342289.jpg,16058467856840679,737995342289,2013-02-08 10:10:55,2013-01-23 01:53:09,LIGHTING,NULL,Portfolio,0
SEVERE WEATHER COMP RAILING,40573,DECKING,3-1/2-in x 4-1/4-in x 6-ft White Composite Deck Railing,http://images.example.com/product/converted/833930/833930004806.jpg,16065977164678566,833930004806,2013-02-08 10:11:32,2013-01-23 01:53:46,LUMBER,NULL,Fiberon,0
FAUCETS PRICE PFISTER,307486,BATH FAUCETS,BERNINI 1H LAV CHROME,http://images.example.com/product/converted/000000/000000000000.jpg,16069654216843598,038877545010,2013-02-08 10:10:44,2013-01-23 02:09:05,FASHION PLUMBING,NULL,Pfister,0
BRASSCRAFT FAUCET REPAIR,327136,FAUCET/TOILET/SINK/MISC REPAIR,"55/64"" x 27 Thread And 15/16"" x 27 Thread Chrome Slotless Aerator",http://images.example.com/product/converted/039166/039166111954.jpg,16075080763620452,039166111954,2013-02-08 10:10:53,2013-01-23 02:10:26,ROUGH PLUMBING,NULL,BrassCraft,0
LIVE NURSERY - GREENHOUSE FOLIAGE,273582,HOUSE PLANTS,"6"" FICUS BRAIDED ASSORTED",http://images.example.com/product/converted/000000/000000000000.jpg,16075242073955052,091561710675,2013-02-08 10:10:32,2013-01-23 02:07:34,NURSERY & GARDENING,NULL,Unbranded,0
SPECIALTY,168670,SPRAYS & ENAMELS,3 oz Nutmeg Satin Spray Paint,http://images.example.com/product/converted/000000/000000000000.jpg,16079310027811479,020066124748,2013-02-08 10:09:52,2013-01-23 02:02:13,PAINT,NULL,Rust-Oleum,0
LIVE NURSERY-BROADLEAF EVER. SHRUBS,393386,SHRUBS/TREES,3.73 GAL AGAVE VARIGATED,http://images.example.com/product/converted/000000/000000000000.jpg,16083143391012594,097781517391,2013-02-08 10:11:27,2013-01-23 02:15:00,NURSERY & GARDENING,NULL,Unbranded,0
MONROVIA - SHRUBS,431844,SHRUBS/TREES,2.60 QT FRAGRANT SWEET BOX,http://images.example.com/product/converted/000000/000000000000.jpg,16083693166240914,014949705117,2013-02-08 10:11:40,2013-01-23 02:16:48,NURSERY & GARDENING,NULL,Monrovia,0
HARDWOOD PROJECT PANELS & ROUNDS,6205,PROJECT PANELS,"3/4  12"" CIRCLE    BIRCH",http://images.example.com/product/converted/000000/000000000000.jpg,16084734979130916,091489990258,2013-02-08 10:11:54,2013-01-23 01:50:59,LUMBER,NULL,Unbranded,0
SPECIALTY HARD-TO-FIND,148307,FASTENERS,4-Pack Exterior Shutter Screws,http://images.example.com/product/converted/008236/008236720709.jpg,16087671651888836,008236720709,2013-02-08 10:09:43,2013-01-23 02:01:00,HARDWARE,NULL,The Hillman Group,0
RUBBERMAID GARAGE WIRE &ACCESSORIES,271774,GARAGE ORGANIZATION,"FastTrack 84-1/8"" Rail",http://images.example.com/product/converted/071691/071691390985.jpg,16088342946444831,071691390985,2013-02-08 10:10:31,2013-01-23 02:07:29,SHELVING & HOUSEWARES,NULL,Rubbermaid,0
LAWN EDGING,169212,LAWN & GARDEN TOOLS,1-ft Brown Landscape Edging Sections,http://images.example.com/product/converted/000402/000402024123.jpg,16094229905041121,000402024123,2013-02-08 10:09:52,2013-01-23 02:02:14,NURSERY & GARDENING,NULL,COL-MET,0
PLUMBING-P/F - PEX COMPRESSION FTGS,230937,FITTINGS,"1/2""PUSH X 1/2""CTS 90D ELL  L-636",http://images.example.com/product/converted/000000/000000000000.jpg,16095974692418727,098268327038,2013-02-08 10:10:15,2013-01-23 02:05:25,ROUGH PLUMBING,NULL,Watts,0
LIVE NURSERY-LANDSCAPE TROPICALS,51387,SHRUBS/TREES,2.25-Gallon Bougainvillea Trellis (L10026),http://images.example.com/product/converted/011069/011069390742.jpg,16102177148198841,011069390742,2013-02-08 10:11:49,2013-01-23 01:54:33,NURSERY & GARDENING,NULL,Unbranded,0
ACCESSORIES/MISC,48787,ELECTRICAL ACCESSORIES,"GROMMET 1/4"" ID",http://images.example.com/product/converted/000000/000000000000.jpg,16114247064747541,783250564460,2013-02-08 10:11:48,2013-01-23 01:54:19,ROUGH ELECTRICAL,NULL,IDEAL,0
LOW VOLTAGE ACCESSORIES,157914,LANDSCAPE LIGHTING,D  DRP METAL SURFACE MOUNT BRACKE,http://images.example.com/product/converted/078275/078275090057.jpg,16114761138931042,078275090057,2013-02-08 10:09:47,2013-01-23 02:01:33,LIGHTING,NULL,Malibu,0
SEVERE WEATHER COMP RAILING,6991,DECKING,4-in White Dome Post Cap,http://images.example.com/product/converted/833930/833930000648.jpg,16130550847890217,833930000648,2013-02-08 10:11:59,2013-01-23 01:51:04,LUMBER,NULL,Severe Weather,0
BENNETT PAINT TOOLS,315769,APPLICATORS,4 ROW LONG HANDLE SCRAPER,http://images.example.com/product/converted/000000/000000000000.jpg,16150772206642101,772783108067,2013-02-08 10:10:47,2013-01-23 02:09:29,PAINT,NULL,Bennett,0
COOPER - RESIDENTIAL DEVICES&PLATES,70599,WIRING DEVICES,3-Gang Ivory Standard Toggle Nylon Wall Plate,http://images.example.com/product/converted/032664/032664580284.jpg,16157426103297675,032664580284,2013-02-08 10:11:59,2013-01-23 01:55:59,ROUGH ELECTRICAL,NULL,Cooper Wiring Devices,0
LIVE NURSERY-FLWRG. & DECID. SHRUBS,349367,SHRUBS/TREES,3-Gallon Pink Debutante Camellia (L3149),http://images.example.com/product/converted/000000/000000000000.jpg,16160300436003020,766247329976,2013-02-08 10:11:05,2013-01-23 02:12:00,NURSERY & GARDENING,NULL,Unbranded,0
SANDPAPER,383958,ROTARY TOOLS & ACCESSORIES,4-Pack 220-Grit 4-3/16-in W x 6-3/4-in L Sandpaper,http://images.example.com/product/converted/051141/051141941349.jpg,16171710705359179,051141941349,2013-02-08 10:11:23,2013-01-23 02:14:32,TOOLS,NULL,3M,0
PLUMBING - KRAIN,319755,IRRIGATION,Pop-Up Spray Sprinkler Body Only,http://images.example.com/product/converted/671923/671923212001.jpg,16184090045660802,671923212001,2013-02-08 10:10:50,2013-01-23 02:10:02,ROUGH PLUMBING,NULL,K-Rain,0
CLOSET ACCESSORIES-UTILITY,325802,CLOSET ACCESSORIES,10-Pack Wood Hangers,http://images.example.com/product/converted/018643/018643680114.jpg,16188916503303463,018643680114,2013-02-08 10:10:52,2013-01-23 02:10:19,SHELVING & HOUSEWARES,NULL,Style Selections,0
MONO-SYSTEMS,43260,CORD MANAGEMENT,PVC WHT COUPLING 1IN 2PK  CH29-W,http://images.example.com/product/converted/000000/000000000000.jpg,16193049448209589,600170011211,2013-02-08 10:11:41,2013-01-23 01:53:56,ROUGH ELECTRICAL,NULL,"Mono-Systems, Inc.",0
LIVE NURSERY-SHD & FLR. CONT. TREES,65207,SHRUBS/TREES,8.75-Gallon Silver Maple (L1124),http://images.example.com/product/converted/097781/097781446103.jpg,16200710085298344,097781446103,2013-02-08 10:11:56,2013-01-23 01:55:33,NURSERY & GARDENING,NULL,Unbranded,0
TOOLS - HAMMERS IMPORT,118007,HAND TOOLS,6-1/4-in Block Plane,http://images.example.com/product/converted/000000/000000000000.jpg,16215070745149868,820909630470,2013-02-08 10:09:31,2013-01-23 01:59:14,TOOLS,NULL,Kobalt,0
FRUIT TREES,397366,SHRUBS/TREES,5.98 GAL CHERRY RAINIER,http://images.example.com/product/converted/000000/000000000000.jpg,16215234629641031,751636254748,2013-02-08 10:11:29,2013-01-23 02:15:19,NURSERY & GARDENING,NULL,Unbranded,0
CUTDOWN ROLLER SHADES - LEVOLOR,43399,WINDOW TREATMENTS - BLINDS & SHADES,55-1/4-in x 78-in White Shade,http://images.example.com/product/converted/027088/027088104864.jpg,16221627454465573,027088104864,2013-02-08 10:11:41,2013-01-23 01:53:56,WIND/WALLS,NULL,Levolor,0
